Key,English,Arabic (Reference),Category,Translation,Notes
statistics.lowStock,lowStock,مخزون منخفض,General,,
statistics.outOfStock,outOfStock,نفذ من المخزون,General,,
statistics.totalContacts,totalContacts,إجمالي جهات الاتصال,General,,
statistics.customers,customers,العملاء,General,,
statistics.suppliers,suppliers,الموردون,General,,
statistics.active,active,نشط,General,,
tabs.allAccounts,allAccounts,جميع الحسابات,General,,
tabs.assets,assets,الأصول,General,,
tabs.liabilities,liabilities,الخصوم,General,,
tabs.equity,equity,حقوق الملكية,General,,
tabs.revenue,revenue,الإيرادات,General,,
tabs.expenses,expenses,المصروفات,General,,
tabs.allItems,allItems,جميع المنتجات,General,,
tabs.products,products,منتجات,General,,
tabs.services,services,خدمات,General,,
tabs.allContacts,allContacts,جميع جهات الاتصال,General,,
tabs.customers,customers,العملاء,General,,
tabs.suppliers,suppliers,الموردون,General,,
contactTypes.customer,customer,عميل,General,,
contactTypes.supplier,supplier,مورد,General,,
contactTypes.both,both,عميل ومورد,General,,
status.inactive,Inactive,غير نشط,General,,
status.active,active,نشط,General,,
validationMessages.itemCodeRequired,itemCodeRequired,رمز المنتج مطلوب,General,,
validationMessages.itemNameMinLength,itemNameMinLength,اسم المنتج يجب أن يكون على الأقل حرفين,General,,
units.piece,piece,قطعة,General,,
units.kg,kg,كيلوجرام,General,,
units.liter,liter,لتر,General,,
units.meter,meter,متر,General,,
units.hour,hour,ساعة,General,,
units.day,day,يوم,General,,
units.box,box,صندوق,General,,
units.pack,pack,طرد,General,,
units.dozen,dozen,دزينة,General,,
itemCategories.electronics,electronics,إلكترونيات,General,,
itemCategories.furniture,furniture,أثاث,General,,
itemCategories.clothing,clothing,ملابس,General,,
itemCategories.foodBeverages,foodBeverages,أطعمة ومشروبات,General,,
itemCategories.stationery,stationery,قرطاسية,General,,
itemCategories.services,services,خدمات,General,,
itemCategories.consulting,consulting,استشارات,General,,
itemCategories.maintenance,maintenance,صيانة,General,,
itemCategories.other,other,أخرى,General,,
toastMessages.accountCreated,accountCreated,تم إنشاء الحساب,Message,,
toastMessages.accountCreatedDesc,accountCreatedDesc,تمت إضافة حساب جديد إلى دليل الحسابات.,Message,,
toastMessages.accountCreateFailed,accountCreateFailed,فشل في إنشاء الحساب,Message,,
toastMessages.accountUpdated,accountUpdated,تم تحديث الحساب,Message,,
toastMessages.accountUpdatedDesc,accountUpdatedDesc,تم تحديث معلومات الحساب بنجاح.,Message,,
toastMessages.accountUpdateFailed,accountUpdateFailed,فشل في تحديث الحساب,Message,,
toastMessages.accountDeleted,accountDeleted,تم حذف الحساب,Message,,
toastMessages.accountDeletedDesc,accountDeletedDesc,تم إزالة الحساب من دليل الحسابات.,Message,,
toastMessages.accountDeleteFailed,accountDeleteFailed,فشل في حذف الحساب,Message,,
toastMessages.itemCreated,itemCreated,تم إنشاء المنتج,Message,,
toastMessages.itemCreatedDesc,itemCreatedDesc,تمت إضافة منتج جديد بنجاح.,Message,,
toastMessages.itemCreateFailed,itemCreateFailed,فشل في إنشاء المنتج,Message,,
toastMessages.itemUpdated,itemUpdated,تم تحديث المنتج,Message,,
toastMessages.itemUpdatedDesc,itemUpdatedDesc,تم تحديث معلومات المنتج بنجاح.,Message,,
toastMessages.itemUpdateFailed,itemUpdateFailed,فشل في تحديث المنتج,Message,,
toastMessages.itemDeleted,itemDeleted,تم حذف المنتج,Message,,
toastMessages.itemDeletedDesc,itemDeletedDesc,تم إزالة المنتج بنجاح.,Message,,
toastMessages.itemDeleteFailed,itemDeleteFailed,فشل في حذف المنتج,Message,,
toastMessages.companyCreated,companyCreated,تم إنشاء الشركة بنجاح,Message,,
toastMessages.companyUpdated,companyUpdated,تم تحديث الشركة بنجاح,Message,,
toastMessages.companyDeleted,companyDeleted,تم حذف الشركة,Message,,
toastMessages.companySwitched,companySwitched,تم التبديل إلى الشركة,Message,,
toastMessages.errorCreatingCompany,errorCreatingCompany,خطأ في إنشاء الشركة,Message,,
toastMessages.errorUpdatingCompany,errorUpdatingCompany,خطأ في تحديث الشركة,Message,,
toastMessages.errorDeletingCompany,errorDeletingCompany,خطأ في حذف الشركة,Message,,
toastMessages.errorLoadingData,errorLoadingData,خطأ في تحميل البيانات,Message,,
confirmations.deleteContact,Are you sure you want to delete this contact?,هل أنت متأكد من حذف جهة الاتصال هذه؟,General,,
confirmations.deleteAccount,Are you sure you want to delete this account?,هل أنت متأكد من حذف هذا الحساب؟,General,,
confirmations.deleteAccountWarning,This action cannot be undone.,هذا الإجراء لا يمكن التراجع عنه.,General,,
confirmations.deleteItem,deleteItem,هل أنت متأكد من حذف هذا المنتج؟,General,,
confirmations.deleteCompany,deleteCompany,هل أنت متأكد من حذف هذه الشركة؟,General,,
confirmations.deleteCompanyWarning,deleteCompanyWarning,سيتم حذف جميع البيانات المرتبطة بها نهائياً.,General,,
dialogTitles.editAccount,Edit Account,تعديل الحساب,General,,
dialogTitles.createAccount,Create New Account,إنشاء حساب جديد,General,,
dialogTitles.editItem,editItem,تعديل المنتج,General,,
dialogTitles.createItem,createItem,إنشاء منتج جديد,General,,
form.sections.Basic Information,Basic Information,المعلومات الأساسية,Form,,
form.sections.Contact Information,Contact Information,معلومات الاتصال,Form,,
form.sections.Business Details,Business Details,التفاصيل التجارية,Form,,
form.sections.Financial Information,Financial Information,المعلومات المالية,Form,,
form.sections.Pricing & Inventory,Pricing & Inventory,التسعير والمخزون,Form,,
form.sections.Tax Settings,Tax Settings,إعدادات الضريبة,Form,,
form.sections.Account Configuration,Account Configuration,إعدادات الحساب,Form,,
form.labels.Contact Type *,Contact Type *,نوع جهة الاتصال *,Form,,
form.labels.Contact Code *,Contact Code *,رمز جهة الاتصال *,Form,,
form.labels.Contact Name *,Contact Name *,اسم جهة الاتصال *,Form,,
form.labels.Display Name,Display Name,الاسم المعروض,Form,,
form.labels.Email Address,Email Address,البريد الإلكتروني,Form,,
form.labels.Phone Number,Phone Number,رقم الهاتف,Form,,
form.labels.Website,Website,الموقع الإلكتروني,Form,,
form.labels.Tax Number,Tax Number,الرقم الضريبي,Form,,
form.labels.Registration Number,Registration Number,رقم السجل التجاري,Form,,
form.labels.Currency *,Currency *,العملة *,Form,,
form.labels.Payment Terms (Days),Payment Terms (Days),شروط الدفع (أيام),Form,,
form.labels.Credit Limit,Credit Limit,حد الائتمان,Form,,
form.labels.Active Status,Active Status,الحالة النشطة,Form,,
form.labels.Item Type *,Item Type *,نوع الصنف *,Form,,
form.labels.Item Code *,Item Code *,رمز الصنف *,Form,,
form.labels.Item Name *,Item Name *,اسم الصنف *,Form,,
form.labels.Barcode,Barcode,الباركود,Form,,
form.labels.Unit of Measure,Unit of Measure,وحدة القياس,Form,,
form.labels.Category,Category,الفئة,Form,,
form.labels.Sales Price,Sales Price,سعر البيع,Form,,
form.labels.Purchase Price,Purchase Price,سعر الشراء,Form,,
form.labels.Opening Stock,Opening Stock,المخزون الافتتاحي,Form,,
form.labels.Reorder Point,Reorder Point,نقطة إعادة الطلب,Form,,
form.labels.Preferred Vendor,Preferred Vendor,المورد المفضل,Form,,
form.labels.Income Account,Income Account,حساب الإيرادات,Form,,
form.labels.Expense Account,Expense Account,حساب المصروفات,Form,,
form.labels.Inventory Account,Inventory Account,حساب المخزون,Form,,
form.labels.Sales Tax,Sales Tax,ضريبة المبيعات,Form,,
form.labels.Purchase Tax,Purchase Tax,ضريبة الشراء,Form,,
formSections.itemType,itemType,نوع المنتج,Form,,
formSections.basicDetails,basicDetails,التفاصيل الأساسية,Form,,
formSections.pricing,pricing,التسعير,Form,,
formSections.inventory,inventory,المخزون,Form,,
formSections.accounting,accounting,الحسابات,Accounting,,
formSections.additionalSettings,additionalSettings,إعدادات إضافية,Form,,
formLabels.accountType,Account Type,نوع الحساب,Accounting,,
formLabels.accountSubtype,Account Subtype,النوع الفرعي للحساب,Accounting,,
formLabels.accountCode,Account Code,رمز الحساب,Accounting,,
formLabels.accountName,Account Name,اسم الحساب,Accounting,,
formLabels.description,Description,الوصف,Form,,
formLabels.parentAccount,parentAccount,الحساب الأب,Form,,
formLabels.activeAccount,Active Account,حساب نشط,Form,,
formLabels.systemAccount,systemAccount,حساب نظام,Form,,
formLabels.type,type,النوع,Form,,
formLabels.itemCode,itemCode,رمز المنتج *,Form,,
formLabels.itemName,itemName,اسم المنتج *,Form,,
formLabels.unit,unit,وحدة القياس *,Form,,
formLabels.category,category,الفئة,Form,,
formLabels.barcode,barcode,الباركود,Form,,
formLabels.activeItem,activeItem,منتج نشط,Form,,
formLabels.sellable,sellable,قابل للبيع,Form,,
formLabels.purchasable,purchasable,قابل للشراء,Form,,
formLabels.salePrice,salePrice,سعر البيع,Form,,
formLabels.purchasePrice,purchasePrice,سعر الشراء,Form,,
formLabels.trackInventory,trackInventory,تتبع المخزون,Form,,
formLabels.stockQuantity,stockQuantity,الكمية الحالية,Form,,
formLabels.minimumStock,minimumStock,الحد الأدنى للمخزون,Form,,
formLabels.reorderLevel,reorderLevel,مستوى إعادة الطلب,Form,,
formLabels.salesAccount,salesAccount,حساب المبيعات,Form,,
formLabels.purchaseAccount,purchaseAccount,حساب المشتريات,Form,,
formLabels.inventoryAccount,inventoryAccount,حساب المخزون,Form,,
formLabels.defaultTax,defaultTax,الضريبة الافتراضية,Form,,
formPlaceholders.selectAccountType,Select account type,اختر نوع الحساب,Form,,
formPlaceholders.selectSubtype,Select subtype,اختر النوع الفرعي,Form,,
formPlaceholders.accountCode,"e.g., 1000",مثل: 1000,Accounting,,
formPlaceholders.accountName,"e.g., Cash Account",مثل: حساب النقدية,Accounting,,
formPlaceholders.description,Account description (optional),وصف الحساب (اختياري),Form,,
formPlaceholders.selectParentAccount,selectParentAccount,اختر الحساب الأب (اختياري),Form,,
formPlaceholders.systemAccountDesc,systemAccountDesc,الحسابات النظامية لا يمكن تعديلها أو حذفها,Form,,
formPlaceholders.activeItemDesc,Active accounts can be used in transactions,يمكن استخدام الحسابات النشطة في المعاملات,Form,,
formPlaceholders.sellableDesc,sellableDesc,تمكين بيع هذا المنتج للعملاء,Form,,
formPlaceholders.purchasableDesc,purchasableDesc,تمكين شراء هذا المنتج من الموردين,Form,,
formPlaceholders.trackInventoryDesc,trackInventoryDesc,تتبع مستويات المخزون لهذا المنتج,Form,,
formPlaceholders.selectType,selectType,اختر النوع,Form,,
formPlaceholders.itemCode,itemCode,ITEM001,Form,,
formPlaceholders.itemName,itemName,اسم المنتج أو الخدمة,Form,,
formPlaceholders.selectUnit,selectUnit,اختر الوحدة,Form,,
formPlaceholders.selectCategory,selectCategory,اختر الفئة,Form,,
formPlaceholders.barcode,barcode,1234567890123,Form,,
formPlaceholders.salePrice,salePrice,0.00,Form,,
formPlaceholders.purchasePrice,purchasePrice,0.00,Form,,
formPlaceholders.stockQuantity,stockQuantity,0,Form,,
formPlaceholders.minimumStock,minimumStock,10,Form,,
formPlaceholders.reorderLevel,reorderLevel,20,Form,,
formPlaceholders.selectAccount,selectAccount,اختر الحساب,Form,,
formPlaceholders.selectTax,selectTax,اختر الضريبة,Form,,
itemTypes.product,product,منتج,General,,
itemTypes.service,service,خدمة,General,,
