Key,English,Arabic
"settings.currencies.TJS","Tajikistani Somoni","السوموني الطاجيكستاني"
"settings.currencies.TMT","Turkmenistani Manat","المانات التركمانستاني"
"settings.currencies.TND","Tunisian Dinar","الدينار التونسي"
"settings.currencies.TRY","Turkish Lira","الليرة التركية"
"settings.currencies.TZS","Tanzanian Shilling","شلن تنزاني"
"settings.currencies.UAH","Ukrainian Hryvnia","الهريفنيا الأوكرانية"
"settings.currencies.UGX","Ugandan Shilling","شلن أوغندي"
"settings.currencies.USD","US Dollar","الدولار الأمريكي"
"settings.currencies.UYU","Uruguayan Peso","بيزو أوروغواياني"
"settings.currencies.UZS","Uzbekistani Som","السوم الأوزبكستاني"
"settings.currencies.VED","Venezuelan Bolívar Soberano","بوليفار فنزويلي"
"settings.currencies.VND","Vietnamese Dong","الدونغ الفيتنامي"
"settings.currencies.XAF","Central African CFA Franc","فرنك وسط أفريقيا"
"settings.currencies.XOF","West African CFA Franc","فرنك غرب أفريقيا"
"settings.currencies.YER","Yemeni Rial","الريال اليمني"
"settings.currencies.ZAR","South African Rand","الراند الجنوب أفريقي"
"settings.currencies.activeCurrencies","Active Currencies","العملات النشطة"
"settings.currencies.activeCurrenciesDesc","List of currencies enabled for your company.","قائمة العملات المفعلة لشركتك."
"settings.currencies.addExchangeRate","Add Exchange Rate","إضافة سعر صرف"
"settings.currencies.addRate","Add Rate","إضافة سعر"
"settings.currencies.addRateDesc","Manually add a new exchange rate.","إضافة سعر صرف جديد يدوياً."
"settings.currencies.code","Code","الرمز"
"settings.currencies.description","Manage active currencies and exchange rates.","إدارة العملات النشطة وأسعار الصرف."
"settings.currencies.exchangeRates","Exchange Rates","أسعار الصرف"
"settings.currencies.exchangeRatesDesc","Historical and current exchange rates.","أسعار الصرف التاريخية والحالية."
"settings.currencies.fetchLiveRate","Fetch Live Rate","جلب السعر الحالي"
"settings.currencies.liveRateError","Failed to fetch live rate.","فشل في جلب السعر الحالي."
"settings.currencies.liveRateSuccess","Live rate fetched successfully.","تم جلب السعر الحالي بنجاح."
"settings.currencies.name","Name","الاسم"
"settings.currencies.rate","Rate","السعر"
"settings.currencies.rateAddError","Failed to add exchange rate.","فشل في إضافة سعر الصرف."
"settings.currencies.rateAddedSuccess","Exchange rate added successfully.","تمت إضافة سعر الصرف بنجاح."
"settings.currencies.rateLabel","Rate (1 {{currency}} = ? {{baseCurrency}})","السعر (1 {{currency}} = ? {{baseCurrency}})"
"settings.currencies.selectCurrencyFirst","Please select a currency first.","يرجى اختيار عملة أولاً."
"settings.currencies.symbol","Symbol","الرمز"
"settings.currencies.title","Currencies","العملات"
"settings.general.autoMode","Auto Mode","تلقائي"
"settings.general.companySettings","Company Settings","إعدادات الشركة"
"settings.general.darkMode","Dark Mode","الوضع الداكن"
"settings.general.description","Configure your company information and system preferences","إعدادات النظام العامة"
"settings.general.language","Language","اللغة"
"settings.general.lightMode","Light Mode","الوضع الفاتح"
"settings.general.notifications","Notifications","الإشعارات"
"settings.general.preferences","Preferences","التفضيلات"
"settings.general.systemSettings","System Settings","إعدادات النظام"
"settings.general.theme","Theme","المظهر"
"settings.general.timezone","Timezone","المنطقة الزمنية"
"settings.general.title","General Settings","الإعدادات العامة"
"settings.invoice.description","Configure invoice numbering and default terms","تكوين ترقيم الفواتير والشروط الافتراضية"
"settings.invoice.nextNumber","Next Invoice Number","رقم الفاتورة التالية"
"settings.invoice.paymentTerms","Default Payment Terms","شروط الدفع الافتراضية"
"settings.invoice.prefix","Invoice Prefix","بادئة الفاتورة"
"settings.invoice.taxRate","Default Tax Rate (%)","معدل الضريبة الافتراضي (%)"
"settings.invoice.title","Invoice Settings","إعدادات الفواتير"
"settings.language.addLanguage","Add Language","إضافة لغة"
"settings.language.autoDetect","Auto-detect Language","اكتشاف اللغة تلقائياً"
"settings.language.autoDetectDesc","Automatically detect user's browser language","اكتشاف لغة متصفح المستخدم تلقائياً"
"settings.language.currencyByLanguage","Language-specific Currency","العملة حسب اللغة"
"settings.language.currencyByLanguageDesc","Display currency based on language region","عرض العملة بناءً على منطقة اللغة"
"settings.language.currentLanguage","Current Language","اللغة الحالية"
"settings.language.dateFormatByLanguage","Language-specific Date Format","تنسيق التاريخ حسب اللغة"
"settings.language.dateFormatByLanguageDesc","Use date format appropriate for each language","استخدام تنسيق التاريخ المناسب لكل لغة"
"settings.language.defaultLanguage","Default Language","اللغة الافتراضية"
"settings.language.defaultLanguageDesc","This language will be used by default for new users","ستُستخدم هذه اللغة افتراضياً للمستخدمين الجدد"
"settings.language.defaultLanguageUpdated","Default language has been changed successfully.","تم تغيير اللغة الافتراضية بنجاح."
"settings.language.description","Manage languages and translations for your application","اختر لغة التطبيق"
"settings.language.fallbackLanguage","Fallback Language","اللغة الاحتياطية"
"settings.language.fallbackLanguageDesc","Used when translations are missing in selected language","تُستخدم عند عدم وجود ترجمات في اللغة المحددة"
"settings.language.languageConfig","Language Configuration","تكوين اللغة"
"settings.language.languageStatusUpdated","Language activation status has been changed.","تم تغيير حالة تفعيل اللغة."
"settings.language.openingAddDialog","Opening language addition dialog...","جارٍ فتح نافذة إضافة اللغة..."
"settings.language.saveConfig","Save Configuration","حفظ التكوين"
"settings.language.saveError","Failed to save language settings","فشل في حفظ إعدادات اللغة"
"settings.language.selectLanguage","Select Language","اختر اللغة"
"settings.language.settingsUpdated","Language settings have been updated successfully.","تم تحديث إعدادات اللغة بنجاح."
"settings.language.title","Language Settings","إعدادات اللغة"
"settings.language.translationsExported","Translations for {{language}} have been exported.","تم تصدير الترجمات لـ {{language}}."
"settings.language.translationsImported","Translation file has been imported successfully.","تم استيراد ملف الترجمة بنجاح."
"settings.legal.acceptNow","Accept now","قبول الآن"
"settings.legal.accepted","Accepted","مقبول"
"settings.legal.acceptedAt","Accepted at","تم القبول في"
"settings.legal.acceptedVersion","Accepted version","الإصدار المقبول"
"settings.legal.consentStatus","Consent status","حالة الموافقة"
"settings.legal.currentLegalVersion","Current legal version","الإصدار القانوني الحالي"
"settings.legal.downloadAck","Download/Print acknowledgment","تنزيل/طباعة الإقرار"
"settings.legal.notAccepted","Not accepted","غير مقبول"
"settings.legal.pleaseSignIn","Please sign in first","يرجى تسجيل الدخول أولاً"
"settings.legal.popupBlocked","Popup blocked. Please allow popups for this site.","تم حظر النافذة المنبثقة. يرجى السماح بالنوافذ المنبثقة لهذا الموقع."
"settings.legal.status","Status","الحالة"
"settings.legal.subtitle","Manage your acceptance of Terms, Privacy Policy, and Disclaimer","إدارة قبولك للشروط وسياسة الخصوصية وإخلاء المسؤولية"
"settings.legal.summary","Summary","ملخص"
"settings.legal.syncError","Failed to sync user data","فشل في مزامنة بيانات المستخدم"
"settings.legal.syncFromGoogle","Sync from Google","مزامنة من Google"
"settings.legal.syncSuccess","User data synchronized successfully! Refreshing...","تمت مزامنة بيانات المستخدم بنجاح! جارٍ التحديث..."
"settings.legal.title","Legal & Consent","الشروط والموافقة"
"settings.legal.userDataNotAvailable","User data not available. Please refresh the page and try again.","بيانات المستخدم غير متاحة. يرجى تحديث الصفحة والمحاولة مرة أخرى."
"settings.legal.viewDisclaimer","View Disclaimer","عرض إخلاء المسؤولية"
"settings.legal.viewPrivacy","View Privacy","عرض الخصوصية"
"settings.legal.viewTerms","View Terms","عرض الشروط"
"settings.logoUploaded","Logo Uploaded","تم رفع الشعار"
"settings.logoUploadedDesc","Company logo has been updated successfully.","تم تحديث شعار الشركة بنجاح."
"settings.notifications.description","Manage how you receive alerts and updates","إدارة كيفية استلام التنبيهات والتحديثات"
"settings.notifications.email","Email Notifications","إشعارات البريد الإلكتروني"
"settings.notifications.emailDesc","Receive daily summaries and important alerts via email","استلام ملخصات يومية وتنبيهات مهمة عبر البريد الإلكتروني"
"settings.notifications.invoiceReminders","Invoice Reminders","تذكيرات الفواتير"
"settings.notifications.invoiceRemindersDesc","Automatically send reminders for overdue invoices","إرسال تذكيرات تلقائية للفواتير المتأخرة"
"settings.notifications.lowStockAlerts","Low Stock Alerts","تنبيهات انخفاض المخزون"
"settings.notifications.lowStockAlertsDesc","Get notified when inventory levels are low","إشعار عند انخفاض مستويات المخزون"
"settings.notifications.paymentAlerts","Payment Alerts","تنبيهات الدفع"
"settings.notifications.paymentAlertsDesc","Get notified when a payment is received","إشعار عند استلام دفعة"
"settings.notifications.sms","SMS Notifications","إشعارات الرسائل النصية"
"settings.notifications.smsDesc","Receive critical alerts via SMS (charges may apply)","استلام التنبيهات الحرجة عبر الرسائل النصية (قد تُطبق رسوم)"
"settings.notifications.title","Notification Preferences","تفضيلات الإشعارات"
